from,to,strength,tier
p2_14_imani,p2_19_theo,15,direct
p2_14_imani,p2_20_theo,11,direct
p2_14_imani,p3_09_giulia,6,platform_similarity
p2_14_imani,p3_17_sana,6,platform_similarity
p2_15_ishaan,p3_01_uriel,6,platform_similarity
p2_15_ishaan,p3_03_lara,11,direct
p2_16_elena,p3_07_jaspar,6,platform_similarity
p2_16_elena,p3_11_priya,6,platform_similarity
p2_17_lara,p3_04_raj,5,platform_similarity
p2_17_lara,p3_10_quinn,5,platform_similarity
p2_17_lara,p3_12_nora,5,platform_similarity
p2_18_carlo,p3_04_raj,5,platform_similarity
p2_18_carlo,p3_08_ben,5,platform_similarity
p2_19_theo,p2_20_theo,15,direct
p2_19_theo,p3_12_nora,10,platform_similarity
p2_19_theo,p3_13_ava,10,platform_similarity
p2_19_theo,p3_17_sana,10,platform_similarity
p2_20_theo,p3_03_lara,11,direct
p2_21_raj,p3_06_elena,10,platform_similarity
p2_21_raj,p3_08_ben,10,direct
p2_21_raj,p3_10_quinn,10,direct
p2_22_lara,p3_14_quinn,8,platform_similarity
p2_23_vera,p3_14_quinn,6,platform_similarity
p2_24_niko,p3_03_lara,6,platform_similarity
p2_24_niko,p3_05_farah,5,platform_similarity
p2_24_niko,p3_16_leon,5,platform_similarity
p2_25_finn,p3_08_ben,12,platform_similarity
p2_25_finn,p3_13_ava,12,platform_similarity
p2_25_finn,p3_16_leon,12,platform_similarity
p3_03_lara,p3_08_ben,6,platform_similarity
p3_04_raj,p3_15_wyatt,5,platform_similarity
p3_07_jaspar,p3_12_nora,5,platform_similarity
p3_08_ben,p3_09_giulia,5,platform_similarity
p3_08_ben,p3_11_priya,5,platform_similarity
p3_14_quinn,p3_15_wyatt,6,platform_similarity
