person_id,twitter,farcaster,linkedin,debank,twitter_followers,farcaster_followers,linkedin_connections,debank_followers,last_interaction,interaction_score
fc_429,,@czar,,,0,4475,0,0,2026-04-22,0
fc_431,,@j4ck.eth,,,0,67147,0,0,2026-04-22,0
fc_441,,@jrg,,,0,833,0,0,2026-04-22,0
fc_442,,@ckurdziel.eth,,,0,1452,0,0,2026-04-22,0
fc_451,,@pfista,,,0,121258,0,0,2026-04-22,0
fc_453,,@dfern.eth,,,0,3391,0,0,2026-04-22,0
fc_456,,@adiba.eth,,,0,2988,0,0,2026-04-22,0
fc_457,,@zachterrell.eth,,,0,228986,0,0,2026-04-22,0
fc_465,,@felix,,,0,531,0,0,2026-04-22,0
fc_472,,@noun839.eth,,,0,104357,0,0,2026-04-22,0
fc_473,,@matthew,,,0,133109,0,0,2026-04-22,0
fc_474,,@pdr,,,0,24556,0,0,2026-04-22,0
fc_479,,@0xbhaisaab,,,0,1705,0,0,2026-04-22,0
fc_482,,@z-a,,,0,272,0,0,2026-04-22,0
fc_506,,@benjitaylor.base.eth,,,0,2186,0,0,2026-04-22,0
fc_521,,@sorenwrenn,,,0,2534,0,0,2026-04-22,0
fc_528,,@0xen,,,0,107823,0,0,2026-04-22,0
fc_533,,@shoni.eth,,,0,34999,0,0,2026-04-22,0
fc_534,,@mikedemarais.eth,,,0,240382,0,0,2026-04-22,0
fc_536,,@tazes,,,0,321,0,0,2026-04-22,0
fc_539,,@ace,,,0,72936,0,0,2026-04-22,0
fc_540,,@amitmukherjee,,,0,1295,0,0,2026-04-22,0
fc_545,,@amirbolous,,,0,308,0,0,2026-04-22,0
fc_548,,@briang,,,0,62782,0,0,2026-04-22,0
fc_557,,@pugson,,,0,153372,0,0,2026-04-22,0
fc_569,,@jakeacasey,,,0,895,0,0,2026-04-22,0
fc_574,,@shugo,,,0,480,0,0,2026-04-22,0
fc_576,,@nonlinear.eth,,,0,238251,0,0,2026-04-22,0
fc_577,,@peter,,,0,9763,0,0,2026-04-22,0
fc_584,,@shobhit,,,0,144,0,0,2026-04-22,0
fc_598,,@lara,,,0,164,0,0,2026-04-22,0
fc_602,,@betashop.eth,,,0,108910,0,0,2026-04-22,0
fc_604,,@emodi,,,0,56100,0,0,2026-04-22,0
fc_611,,@mattkim,,,0,2969,0,0,2026-04-22,0
fc_616,,@dylsteck.eth,,,0,46725,0,0,2026-04-22,0
fc_617,,@cameron,,,0,146136,0,0,2026-04-22,0
fc_621,,@davidgreenstein,,,0,3505,0,0,2026-04-22,0
fc_623,,@tess,,,0,37125,0,0,2026-04-22,0
fc_626,,@matallo.eth,,,0,23596,0,0,2026-04-22,0
fc_630,,@rliriano,,,0,2468,0,0,2026-04-22,0
fc_631,,@nickbytes.eth,,,0,112142,0,0,2026-04-22,0
fc_639,,@sathaxe,,,0,1906,0,0,2026-04-22,0
fc_643,,@jkg.eth,,,0,2856,0,0,2026-04-22,0
fc_651,,@typedarray.eth,,,0,142792,0,0,2026-04-22,0
fc_656,,@raz,,,0,14178,0,0,2026-04-22,0
fc_665,,@bradgao.eth,,,0,211,0,0,2026-04-22,0
fc_674,,@fascinated,,,0,3561,0,0,2026-04-22,0
fc_680,,@woj,,,0,110484,0,0,2026-04-22,0
fc_681,,@karthiksenthil,,,0,20365,0,0,2026-04-22,0
fc_682,,@kangster,,,0,1072,0,0,2026-04-22,0
fc_706,,@lay2000lbs,,,0,5418,0,0,2026-04-22,0
fc_708,,@yuriy,,,0,160,0,0,2026-04-22,0
fc_710,,@johns,,,0,480,0,0,2026-04-22,0
fc_723,,@wool,,,0,81,0,0,2026-04-22,0
fc_725,,@sahil,,,0,4032,0,0,2026-04-22,0
fc_732,,@henry,,,0,3513,0,0,2026-04-22,0
fc_733,,@fiveoutofnine.eth,,,0,183001,0,0,2026-04-22,0
fc_734,,@salvino,,,0,31586,0,0,2026-04-22,0
fc_738,,@alexmasmej,,,0,38290,0,0,2026-04-22,0
fc_741,,@hardi,,,0,212,0,0,2026-04-22,0
fc_742,,@wilsoncusack,,,0,176696,0,0,2026-04-22,0
fc_746,,@codyb.eth,,,0,3756,0,0,2026-04-22,0
fc_754,,@ishika,,,0,3537,0,0,2026-04-22,0
fc_767,,@kabir.base.eth,,,0,2768,0,0,2026-04-22,0
fc_771,,@jpren,,,0,33060,0,0,2026-04-22,0
fc_801,,@ferj,,,0,659,0,0,2026-04-22,0
fc_827,,@jha,,,0,238,0,0,2026-04-22,0
fc_830,,@nickmandal,,,0,106,0,0,2026-04-22,0
fc_833,,@programmer,,,0,996,0,0,2026-04-22,0
fc_834,,@gabrielayuso.eth,,,0,38453,0,0,2026-04-22,0
fc_838,,@luciano,,,0,5138,0,0,2026-04-22,0
fc_851,,@slobo.eth,,,0,2138,0,0,2026-04-22,0
fc_865,,@mykel,,,0,77,0,0,2026-04-22,0
fc_866,,@petergyang,,,0,72,0,0,2026-04-22,0
fc_871,,@kalelabs,,,0,898,0,0,2026-04-22,0
fc_880,,@accountless.eth,,,0,57735,0,0,2026-04-22,0
fc_897,,@db,,,0,2276,0,0,2026-04-22,0
fc_899,,@jasonkim.eth,,,0,1556,0,0,2026-04-22,0
fc_902,,@ediep.eth,,,0,774,0,0,2026-04-22,0
fc_913,,@john,,,0,7486,0,0,2026-04-22,0
fc_922,,@segall,,,0,4673,0,0,2026-04-22,0
fc_934,,@niallo,,,0,85,0,0,2026-04-22,0
fc_946,,@winnie,,,0,2656,0,0,2026-04-22,0
fc_953,,@ranjan3118,,,0,671,0,0,2026-04-22,0
fc_955,,@mboyle.eth,,,0,600,0,0,2026-04-22,0
fc_961,,@evaluate,,,0,894,0,0,2026-04-22,0
fc_966,,@suji,,,0,2690,0,0,2026-04-22,0
fc_972,,@beingwayne.eth,,,0,917,0,0,2026-04-22,0
fc_976,,@ba,,,0,4284,0,0,2026-04-22,0
fc_989,,@hirsh,,,0,936,0,0,2026-04-22,0
fc_999,,@minh,,,0,4163,0,0,2026-04-22,0
fc_1001,,@mattdesl,,,0,1846,0,0,2026-04-22,0
fc_1007,,@johncoogan,,,0,163,0,0,2026-04-22,0
fc_1010,,@harper.eth,,,0,543,0,0,2026-04-22,0
fc_1016,,@dj,,,0,870,0,0,2026-04-22,0
fc_1020,,@jake,,,0,58600,0,0,2026-04-22,0
fc_1043,,@jameskim,,,0,975,0,0,2026-04-22,0
fc_1048,,@macbudkowski,,,0,70024,0,0,2026-04-22,0
fc_1053,,@frostandfire,,,0,105,0,0,2026-04-22,0
fc_1067,,@fcago.eth,,,0,1515,0,0,2026-04-22,0
fc_1068,,@pentacle.eth,,,0,3527,0,0,2026-04-22,0
fc_1094,,@rayzhu,,,0,400,0,0,2026-04-22,0
fc_1097,,@noun40,,,0,197438,0,0,2026-04-22,0
fc_1098,,@nebula,,,0,830,0,0,2026-04-22,0
fc_1101,,@fish,,,0,3545,0,0,2026-04-22,0
fc_1102,,@dhof,,,0,1824,0,0,2026-04-22,0
fc_1110,,@perl,,,0,35046,0,0,2026-04-22,0
fc_1115,,@rfs,,,0,471,0,0,2026-04-22,0
fc_1134,,@levy,,,0,19821,0,0,2026-04-22,0
fc_1136,,@joshcrnls,,,0,3076,0,0,2026-04-22,0
fc_1137,,@ivy,,,0,26079,0,0,2026-04-22,0
fc_1156,,@zqaby.eth,,,0,280,0,0,2026-04-22,0
fc_1171,,@gm8xx8,,,0,55825,0,0,2026-04-22,0
fc_1180,,@triumph,,,0,3578,0,0,2026-04-22,0
fc_1189,,@grace,,,0,3300,0,0,2026-04-22,0
fc_1194,,@elistonberg,,,0,820,0,0,2026-04-22,0
fc_1198,,@katiewav,,,0,2852,0,0,2026-04-22,0
fc_1214,,@df,,,0,75599,0,0,2026-04-22,0
fc_1220,,@jkrantz.eth,,,0,4454,0,0,2026-04-22,0
fc_1230,,@abc,,,0,6785,0,0,2026-04-22,0
fc_1236,,@syed,,,0,47289,0,0,2026-04-22,0
fc_1237,,@nicholas,,,0,180019,0,0,2026-04-22,0
fc_1239,,@nftd,,,0,224,0,0,2026-04-22,0
fc_1240,,@peacenode.eth,,,0,961,0,0,2026-04-22,0
fc_1246,,@helloshreyas,,,0,1609,0,0,2026-04-22,0
fc_1249,,@takeshi,,,0,734,0,0,2026-04-22,0
fc_1271,,@joshs,,,0,206,0,0,2026-04-22,0
fc_1279,,@hellozeck.eth,,,0,809,0,0,2026-04-22,0
fc_1285,,@benersing,,,0,53719,0,0,2026-04-22,0
fc_1287,,@july,,,0,115941,0,0,2026-04-22,0
fc_1298,,@jacky,,,0,1265,0,0,2026-04-22,0
fc_1317,,@0xdesigner,,,0,137873,0,0,2026-04-22,0
fc_1321,,@kepano,,,0,119445,0,0,2026-04-22,0
fc_1325,,@cassie,,,0,241999,0,0,2026-04-22,0
fc_1332,,@sethpate,,,0,69,0,0,2026-04-22,0
fc_1349,,@avichalp.eth,,,0,3867,0,0,2026-04-22,0
fc_1350,,@pratzyy.eth,,,0,2506,0,0,2026-04-22,0
fc_1355,,@bias,,,0,47479,0,0,2026-04-22,0
fc_1356,,@borodutch,,,0,90973,0,0,2026-04-22,0
fc_1366,,@vin,,,0,177,0,0,2026-04-22,0
fc_1380,,@ansgar.eth,,,0,114575,0,0,2026-04-22,0
fc_1388,,@amilich,,,0,140,0,0,2026-04-22,0
fc_1401,,@jpetrich,,,0,26061,0,0,2026-04-22,0
fc_1407,,@zinger,,,0,24374,0,0,2026-04-22,0
fc_1423,,@seacasa,,,0,1123,0,0,2026-04-22,0
fc_1424,,@sealcaster,,,0,276,0,0,2026-04-22,0
fc_1430,,@wijuwiju.eth,,,0,27919,0,0,2026-04-22,0
fc_1432,,@eddieosh,,,0,1659,0,0,2026-04-22,0
fc_1471,,@stoic,,,0,25658,0,0,2026-04-22,0
fc_1472,,@shahruz,,,0,510,0,0,2026-04-22,0
fc_1482,,@tch,,,0,1637,0,0,2026-04-22,0
fc_1495,,@yancey,,,0,1119,0,0,2026-04-22,0
fc_1504,,@chaim,,,0,2565,0,0,2026-04-22,0
fc_1520,,@micah,,,0,3546,0,0,2026-04-22,0
fc_1534,,@0xhashbrown,,,0,1213,0,0,2026-04-22,0
fc_1544,,@wmougayar,,,0,506,0,0,2026-04-22,0
fc_1556,,@supriyo.eth,,,0,3791,0,0,2026-04-22,0
fc_1557,,@ianlakes,,,0,129,0,0,2026-04-22,0
fc_1563,,@natalie,,,0,190,0,0,2026-04-22,0
fc_1568,,@veganbeef,,,0,1777,0,0,2026-04-22,0
fc_1574,,@treegirl,,,0,2864,0,0,2026-04-22,0
fc_1575,,@pl,,,0,3056,0,0,2026-04-22,0
fc_1581,,@ernestkou,,,0,735,0,0,2026-04-22,0
fc_1587,,@ds,,,0,364,0,0,2026-04-22,0
fc_1602,,@ishverduzco,,,0,921,0,0,2026-04-22,0
fc_1606,,@samantha,,,0,43131,0,0,2026-04-22,0
fc_1613,,@vib,,,0,73,0,0,2026-04-22,0
fc_1615,,@zerowomanzero,,,0,147,0,0,2026-04-22,0
fc_1626,,@mcbain,,,0,68081,0,0,2026-04-22,0
fc_1628,,@debbie,,,0,8708,0,0,2026-04-22,0
fc_1657,,@davidtphung,,,0,26338,0,0,2026-04-22,0
fc_1661,,@kevinnewmanyo,,,0,115,0,0,2026-04-22,0
fc_1668,,@tomu,,,0,9894,0,0,2026-04-22,0
fc_1670,,@arthaud,,,0,150,0,0,2026-04-22,0
fc_1680,,@anika,,,0,939,0,0,2026-04-22,0
fc_1689,,@stephancill,,,0,95476,0,0,2026-04-22,0
fc_1693,,@what,,,0,1168,0,0,2026-04-22,0
fc_1699,,@phoenix,,,0,1100,0,0,2026-04-22,0
fc_1706,,@ethandaya,,,0,1840,0,0,2026-04-22,0
fc_1711,,@wowbestie,,,0,2493,0,0,2026-04-22,0
fc_1716,,@man,,,0,132,0,0,2026-04-22,0
fc_1725,,@sayangel,,,0,37728,0,0,2026-04-22,0
fc_1727,,@carlcortright.eth,,,0,776,0,0,2026-04-22,0
fc_1731,,@nametrade,,,0,169,0,0,2026-04-22,0
fc_1733,,@nezzar,,,0,1607,0,0,2026-04-22,0
fc_1734,,@flynn.eth,,,0,3998,0,0,2026-04-22,0
fc_1735,,@asylum,,,0,1061,0,0,2026-04-22,0
fc_1744,,@jg,,,0,317,0,0,2026-04-22,0
fc_1766,,@trent,,,0,150738,0,0,2026-04-22,0
fc_1768,,@0xspencer,,,0,1676,0,0,2026-04-22,0
fc_1786,,@a16zcrypto,,,0,9755,0,0,2026-04-22,0
fc_1793,,@shando,,,0,234,0,0,2026-04-22,0
fc_1795,,@futureartist,,,0,1714,0,0,2026-04-22,0
fc_1797,,@kiren,,,0,653,0,0,2026-04-22,0
fc_1803,,@barron,,,0,45,0,0,2026-04-22,0
fc_1841,,@martin,,,0,13810,0,0,2026-04-22,0
fc_1851,,@jch,,,0,34,0,0,2026-04-22,0
fc_1853,,@escapevelocity,,,0,36,0,0,2026-04-22,0
fc_1854,,@da,,,0,60,0,0,2026-04-22,0
fc_1857,,@williamx,,,0,49,0,0,2026-04-22,0
fc_1867,,@jdelman,,,0,38,0,0,2026-04-22,0
fc_1869,,@khoa,,,0,173,0,0,2026-04-22,0
fc_1872,,@hotel,,,0,60,0,0,2026-04-22,0
fc_1878,,@hug,,,0,56,0,0,2026-04-22,0
fc_1886,,@billzh,,,0,62594,0,0,2026-04-22,0
fc_1887,,@alor,,,0,51785,0,0,2026-04-22,0
fc_1894,,@wiz,,,0,2328,0,0,2026-04-22,0
fc_1898,,@boscolo.eth,,,0,1578,0,0,2026-04-22,0
fc_1911,,@cld,,,0,507,0,0,2026-04-22,0
fc_1918,,@zoz.eth,,,0,44487,0,0,2026-04-22,0
fc_1930,,@kirill,,,0,37,0,0,2026-04-22,0
fc_1932,,@poker,,,0,144,0,0,2026-04-22,0
fc_1937,,@dkatz,,,0,46,0,0,2026-04-22,0
fc_1955,,@themlpx,,,0,335,0,0,2026-04-22,0
fc_1962,,@abbas,,,0,176,0,0,2026-04-22,0
fc_1969,,@i-am-terence,,,0,41,0,0,2026-04-22,0
fc_1970,,@grin,,,0,78062,0,0,2026-04-22,0
fc_1983,,@pgold,,,0,131,0,0,2026-04-22,0
fc_1984,,@alexstein,,,0,228,0,0,2026-04-22,0
fc_1992,,@thibauld,,,0,7210,0,0,2026-04-22,0
fc_1996,,@thatalexpalmer.eth,,,0,26184,0,0,2026-04-22,0
fc_2001,,@yashhsm,,,0,1967,0,0,2026-04-22,0
fc_2007,,@jacopo.eth,,,0,22500,0,0,2026-04-22,0
fc_2009,,@ferdous,,,0,35,0,0,2026-04-22,0
fc_2025,,@dharmi,,,0,925,0,0,2026-04-22,0
fc_2026,,@spacemonkey127,,,0,90,0,0,2026-04-22,0
fc_2028,,@luciana,,,0,59,0,0,2026-04-22,0
fc_2043,,@yzweb3,,,0,43,0,0,2026-04-22,0
fc_2054,,@ryodogg,,,0,60,0,0,2026-04-22,0
fc_2062,,@timigod.eth,,,0,963,0,0,2026-04-22,0
fc_2073,,@moe,,,0,3331,0,0,2026-04-22,0
fc_2074,,@danfinlay,,,0,142571,0,0,2026-04-22,0
fc_2081,,@cyp,,,0,396,0,0,2026-04-22,0
fc_2082,,@dylanjaggerlee,,,0,59,0,0,2026-04-22,0
fc_2085,,@gigarahul.eth,,,0,855,0,0,2026-04-22,0
fc_2094,,@chailey,,,0,122,0,0,2026-04-22,0
fc_2095,,@ting,,,0,1199,0,0,2026-04-22,0
fc_2099,,@yuga,,,0,41072,0,0,2026-04-22,0
fc_2100,,@arta,,,0,307,0,0,2026-04-22,0
fc_2112,,@rubinovitz,,,0,17544,0,0,2026-04-22,0
fc_2120,,@kat-d,,,0,75,0,0,2026-04-22,0
fc_2134,,@kazi,,,0,29125,0,0,2026-04-22,0
fc_2139,,@seanwbren,,,0,6571,0,0,2026-04-22,0
fc_2160,,@sasi,,,0,38,0,0,2026-04-22,0
fc_2163,,@cryptogirls,,,0,33255,0,0,2026-04-22,0
fc_2172,,@quest,,,0,1413,0,0,2026-04-22,0
fc_2185,,@novak,,,0,681,0,0,2026-04-22,0
fc_2194,,@paulcowgill,,,0,2948,0,0,2026-04-22,0
fc_2200,,@rob,,,0,195,0,0,2026-04-22,0
fc_2201,,@carlos,,,0,18490,0,0,2026-04-22,0
fc_2210,,@kenny,,,0,55218,0,0,2026-04-22,0
fc_2211,,@commstark,,,0,8540,0,0,2026-04-22,0
fc_2215,,@hildobby,,,0,1354,0,0,2026-04-22,0
fc_2217,,@d,,,0,1510,0,0,2026-04-22,0
fc_2222,,@tyson,,,0,2933,0,0,2026-04-22,0
fc_2242,,@carter,,,0,2017,0,0,2026-04-22,0
fc_2248,,@bhadoriya,,,0,1669,0,0,2026-04-22,0
fc_2266,,@ripe,,,0,5527,0,0,2026-04-22,0
fc_2270,,@jalil.eth,,,0,1993,0,0,2026-04-22,0
fc_2282,,@gokhan,,,0,5614,0,0,2026-04-22,0
fc_2283,,@nc,,,0,1083,0,0,2026-04-22,0
fc_2329,,@veekay,,,0,3998,0,0,2026-04-22,0
fc_2341,,@tanishq,,,0,6751,0,0,2026-04-22,0
fc_2348,,@fabric,,,0,1848,0,0,2026-04-22,0
fc_2350,,@heroinru,,,0,780,0,0,2026-04-22,0
fc_2364,,@mane,,,0,2041,0,0,2026-04-22,0
fc_2366,,@maaria,,,0,593,0,0,2026-04-22,0
fc_2367,,@kday,,,0,256,0,0,2026-04-22,0
fc_2375,,@nouns,,,0,2659,0,0,2026-04-22,0
fc_2391,,@ramitphi,,,0,3725,0,0,2026-04-22,0
fc_2417,,@robot,,,0,39694,0,0,2026-04-22,0
fc_2420,,@4484.eth,,,0,11583,0,0,2026-04-22,0
fc_2433,,@seneca,,,0,202538,0,0,2026-04-22,0
fc_2441,,@grunt,,,0,6743,0,0,2026-04-22,0
fc_2454,,@andy8052,,,0,2392,0,0,2026-04-22,0
fc_2455,,@notdevin.eth,,,0,50807,0,0,2026-04-22,0
fc_2458,,@rafa,,,0,25879,0,0,2026-04-22,0
fc_2460,,@jayg,,,0,3952,0,0,2026-04-22,0
fc_2480,,@humpty.eth,,,0,30385,0,0,2026-04-22,0
fc_2494,,@7858.eth,,,0,2734,0,0,2026-04-22,0
fc_2502,,@zain,,,0,2154,0,0,2026-04-22,0
fc_2508,,@drew,,,0,1934,0,0,2026-04-22,0
fc_2521,,@hish,,,0,430,0,0,2026-04-22,0
fc_2530,,@camille,,,0,734,0,0,2026-04-22,0
fc_2586,,@basche42,,,0,20939,0,0,2026-04-22,0
fc_2600,,@depatchedmode,,,0,3154,0,0,2026-04-22,0
fc_2602,,@ipeciura.eth,,,0,1426,0,0,2026-04-22,0
fc_2687,,@blackdave,,,0,2010,0,0,2026-04-22,0
fc_2689,,@binji,,,0,146644,0,0,2026-04-22,0
fc_2728,,@iammatthias,,,0,2572,0,0,2026-04-22,0
fc_2736,,@annoushka.eth,,,0,6601,0,0,2026-04-22,0
fc_2745,,@stevedv.eth,,,0,35156,0,0,2026-04-22,0
fc_2755,,@michaelx404.eth,,,0,3365,0,0,2026-04-22,0
fc_2777,,@alex,,,0,1467,0,0,2026-04-22,0
fc_2785,,@18kgoldsouvenir.eth,,,0,1107,0,0,2026-04-22,0
fc_2791,,@danhunt,,,0,152,0,0,2026-04-22,0
fc_2802,,@garrett,,,0,37026,0,0,2026-04-22,0
fc_2826,,@serg,,,0,1049,0,0,2026-04-22,0
fc_2842,,@katherine,,,0,1963,0,0,2026-04-22,0
fc_2855,,@jesus,,,0,4058,0,0,2026-04-22,0
fc_2876,,@cj,,,0,147,0,0,2026-04-22,0
fc_2883,,@cbxm,,,0,1958,0,0,2026-04-22,0
