from,to,strength,tier
fc_142,fc_20244,8,mutual
fc_142,fc_210045,8,mutual
fc_142,fc_1075360,8,mutual
fc_155,fc_10044,8,mutual
fc_155,fc_274364,8,mutual
fc_159,fc_6245,8,mutual
fc_159,fc_11818,8,mutual
fc_159,fc_1346181,8,mutual
fc_165,fc_301611,8,mutual
fc_165,fc_1076300,8,mutual
fc_167,fc_193,8,mutual
fc_167,fc_1520,8,mutual
fc_167,fc_4085,8,mutual
fc_177,fc_3776,8,mutual
fc_177,fc_10044,8,mutual
fc_177,fc_280506,8,mutual
fc_177,fc_479552,8,mutual
fc_189,fc_7464,8,mutual
fc_189,fc_11770,8,mutual
fc_189,fc_16863,8,mutual
fc_189,fc_195117,8,mutual
fc_189,fc_215231,8,mutual
fc_189,fc_230941,8,mutual
fc_189,fc_296632,8,mutual
fc_191,fc_2211,8,mutual
fc_191,fc_245124,8,mutual
fc_191,fc_311933,8,mutual
fc_191,fc_342680,8,mutual
fc_191,fc_408271,8,mutual
fc_191,fc_1058691,8,mutual
fc_191,fc_1251272,8,mutual
fc_193,fc_1134,8,mutual
fc_193,fc_1544,8,mutual
fc_193,fc_1075107,8,mutual
fc_193,fc_1116946,8,mutual
fc_194,fc_1898,8,mutual
fc_194,fc_195117,8,mutual
fc_194,fc_208417,8,mutual
fc_194,fc_268290,8,mutual
fc_194,fc_307705,8,mutual
fc_194,fc_410023,8,mutual
fc_194,fc_541455,8,mutual
fc_194,fc_978549,8,mutual
fc_194,fc_982794,8,mutual
fc_203,fc_372,8,mutual
fc_206,fc_734,8,mutual
fc_206,fc_9749,8,mutual
fc_206,fc_193906,8,mutual
fc_206,fc_1020948,8,mutual
fc_206,fc_1057944,8,mutual
fc_206,fc_1132540,8,mutual
fc_206,fc_1136819,8,mutual
fc_206,fc_1336492,8,mutual
fc_207,fc_8046,8,mutual
fc_207,fc_191475,8,mutual
fc_207,fc_244917,8,mutual
fc_207,fc_313009,8,mutual
fc_207,fc_330642,8,mutual
fc_207,fc_388458,8,mutual
fc_220,fc_426,8,mutual
fc_220,fc_1407,8,mutual
fc_220,fc_14782,8,mutual
fc_220,fc_21431,8,mutual
fc_220,fc_193423,8,mutual
fc_220,fc_194331,8,mutual
fc_220,fc_270504,8,mutual
fc_220,fc_342680,8,mutual
fc_220,fc_408855,8,mutual
fc_237,fc_378,8,mutual
fc_237,fc_21773,8,mutual
fc_238,fc_4894,8,mutual
fc_238,fc_847239,8,mutual
fc_238,fc_1117905,8,mutual
fc_239,fc_1136819,8,mutual
fc_239,fc_1140014,8,mutual
fc_246,fc_375,8,mutual
fc_250,fc_210451,8,mutual
fc_250,fc_282355,8,mutual
fc_260,fc_1322716,8,mutual
fc_274,fc_1020,8,mutual
fc_274,fc_1731,8,mutual
fc_276,fc_3973,8,mutual
fc_276,fc_11632,8,mutual
fc_276,fc_19497,8,mutual
fc_276,fc_19720,8,mutual
fc_276,fc_479170,8,mutual
fc_276,fc_1131252,8,mutual
fc_285,fc_197340,8,mutual
fc_295,fc_7761,8,mutual
fc_295,fc_10044,8,mutual
fc_296,fc_1059579,8,mutual
fc_296,fc_1346181,8,mutual
fc_299,fc_10081,8,mutual
fc_302,fc_876478,8,mutual
fc_302,fc_1076300,8,mutual
fc_302,fc_1082508,8,mutual
fc_302,fc_1183152,8,mutual
fc_303,fc_1557,8,mutual
fc_303,fc_3252,8,mutual
fc_303,fc_7466,8,mutual
fc_303,fc_15931,8,mutual
fc_303,fc_267450,8,mutual
fc_303,fc_455830,8,mutual
fc_303,fc_496721,8,mutual
fc_303,fc_1165473,8,mutual
fc_311,fc_1628,8,mutual
fc_311,fc_868055,8,mutual
fc_312,fc_9140,8,mutual
fc_312,fc_240247,8,mutual
fc_312,fc_1044514,8,mutual
fc_312,fc_1415827,8,mutual
fc_313,fc_3801,8,mutual
fc_313,fc_1135756,8,mutual
fc_325,fc_8413,8,mutual
fc_325,fc_908586,8,mutual
fc_347,fc_3174,8,mutual
fc_347,fc_4313,8,mutual
fc_347,fc_344568,8,mutual
fc_347,fc_495139,8,mutual
fc_347,fc_757078,8,mutual
fc_347,fc_1392370,8,mutual
fc_347,fc_1393208,8,mutual
fc_354,fc_851,8,mutual
fc_354,fc_1575,8,mutual
fc_354,fc_3973,8,mutual
fc_354,fc_791687,8,mutual
fc_354,fc_1142647,8,mutual
fc_358,fc_190597,8,mutual
fc_358,fc_238348,8,mutual
fc_368,fc_441,8,mutual
fc_368,fc_495139,8,mutual
fc_373,fc_190000,8,mutual
fc_373,fc_243818,8,mutual
fc_375,fc_1898,8,mutual
fc_375,fc_6376,8,mutual
fc_375,fc_1120999,8,mutual
fc_375,fc_1129272,8,mutual
fc_377,fc_4254,8,mutual
fc_377,fc_272368,8,mutual
fc_377,fc_851239,8,mutual
fc_378,fc_18254,8,mutual
fc_378,fc_773657,8,mutual
fc_378,fc_1016509,8,mutual
fc_379,fc_3776,8,mutual
fc_379,fc_987581,8,mutual
fc_379,fc_3199974,8,mutual
fc_380,fc_4564,8,mutual
fc_399,fc_347002,8,mutual
fc_409,fc_226828,8,mutual
fc_409,fc_323645,8,mutual
fc_409,fc_336103,8,mutual
fc_409,fc_477006,8,mutual
fc_409,fc_1278871,8,mutual
fc_409,fc_1430913,8,mutual
fc_426,fc_639,8,mutual
fc_426,fc_4622,8,mutual
fc_426,fc_6731,8,mutual
fc_426,fc_17256,8,mutual
fc_426,fc_618148,8,mutual
fc_426,fc_903382,8,mutual
fc_426,fc_1108781,8,mutual
fc_426,fc_1121373,8,mutual
fc_426,fc_2579329,8,mutual
fc_429,fc_6622,8,mutual
fc_429,fc_7715,8,mutual
fc_429,fc_191775,8,mutual
fc_429,fc_461719,8,mutual
fc_429,fc_475488,8,mutual
fc_429,fc_864405,8,mutual
fc_431,fc_238370,8,mutual
fc_431,fc_416094,8,mutual
fc_431,fc_417554,8,mutual
fc_431,fc_955747,8,mutual
fc_431,fc_971492,8,mutual
fc_431,fc_1231120,8,mutual
fc_431,fc_2682691,8,mutual
fc_442,fc_6245,8,mutual
fc_442,fc_20258,8,mutual
fc_442,fc_1114330,8,mutual
fc_442,fc_1322716,8,mutual
fc_442,fc_3199974,8,mutual
fc_451,fc_215164,8,mutual
fc_451,fc_1097636,8,mutual
fc_453,fc_1043,8,mutual
fc_453,fc_4268,8,mutual
fc_453,fc_12990,8,mutual
fc_453,fc_477126,8,mutual
fc_457,fc_262123,8,mutual
fc_457,fc_313009,8,mutual
fc_457,fc_330642,8,mutual
fc_465,fc_8152,8,mutual
fc_465,fc_20244,8,mutual
fc_479,fc_2391,8,mutual
fc_479,fc_795359,8,mutual
fc_479,fc_1110683,8,mutual
fc_479,fc_1119323,8,mutual
fc_479,fc_1127682,8,mutual
fc_479,fc_1142647,8,mutual
fc_521,fc_569,8,mutual
fc_521,fc_1136,8,mutual
fc_521,fc_12623,8,mutual
fc_528,fc_210747,8,mutual
fc_528,fc_272109,8,mutual
fc_528,fc_1006215,8,mutual
fc_528,fc_1022212,8,mutual
fc_528,fc_2401428,8,mutual
fc_534,fc_276562,8,mutual
fc_534,fc_307133,8,mutual
fc_534,fc_384969,8,mutual
fc_534,fc_791687,8,mutual
fc_536,fc_3860,8,mutual
fc_545,fc_13659,8,mutual
fc_557,fc_9635,8,mutual
fc_557,fc_863791,8,mutual
fc_557,fc_885436,8,mutual
fc_557,fc_1116946,8,mutual
fc_557,fc_1379431,8,mutual
fc_557,fc_1393208,8,mutual
fc_557,fc_1452070,8,mutual
fc_574,fc_656,8,mutual
fc_576,fc_1007,8,mutual
fc_576,fc_1020,8,mutual
fc_576,fc_16156,8,mutual
fc_576,fc_189034,8,mutual
fc_576,fc_298457,8,mutual
fc_576,fc_360358,8,mutual
fc_576,fc_719715,8,mutual
fc_576,fc_978549,8,mutual
fc_576,fc_1106378,8,mutual
fc_577,fc_3036,8,mutual
fc_577,fc_6162,8,mutual
fc_577,fc_9412,8,mutual
fc_577,fc_216451,8,mutual
fc_577,fc_235170,8,mutual
fc_577,fc_282355,8,mutual
fc_577,fc_286812,8,mutual
fc_577,fc_917404,8,mutual
fc_602,fc_20258,8,mutual
fc_602,fc_342680,8,mutual
fc_604,fc_2270,8,mutual
fc_604,fc_12031,8,mutual
fc_604,fc_238171,8,mutual
fc_611,fc_1556,8,mutual
fc_611,fc_3103,8,mutual
fc_611,fc_5874,8,mutual
fc_611,fc_8680,8,mutual
fc_611,fc_10623,8,mutual
fc_611,fc_13323,8,mutual
fc_611,fc_14642,8,mutual
fc_611,fc_15380,8,mutual
fc_611,fc_20005,8,mutual
fc_611,fc_216983,8,mutual
fc_611,fc_245124,8,mutual
fc_611,fc_263333,8,mutual
fc_611,fc_273708,8,mutual
fc_611,fc_340986,8,mutual
fc_611,fc_384969,8,mutual
fc_611,fc_409644,8,mutual
fc_611,fc_427204,8,mutual
fc_611,fc_466111,8,mutual
fc_611,fc_481970,8,mutual
fc_611,fc_482872,8,mutual
fc_611,fc_1075107,8,mutual
fc_616,fc_2855,8,mutual
fc_616,fc_218278,8,mutual
fc_616,fc_260740,8,mutual
fc_616,fc_296632,8,mutual
fc_616,fc_341454,8,mutual
fc_616,fc_691362,8,mutual
fc_616,fc_1045591,8,mutual
fc_617,fc_446697,8,mutual
fc_617,fc_482872,8,mutual
fc_617,fc_484396,8,mutual
fc_617,fc_1045847,8,mutual
fc_617,fc_1075593,8,mutual
fc_621,fc_2341,8,mutual
fc_621,fc_2366,8,mutual
fc_621,fc_240586,8,mutual
fc_621,fc_950678,8,mutual
fc_623,fc_1407,8,mutual
fc_626,fc_342680,8,mutual
fc_630,fc_966,8,mutual
fc_630,fc_286992,8,mutual
fc_630,fc_628167,8,mutual
fc_639,fc_283056,8,mutual
fc_656,fc_3702,8,mutual
fc_656,fc_15357,8,mutual
fc_656,fc_887922,8,mutual
fc_674,fc_326271,8,mutual
fc_674,fc_347050,8,mutual
fc_674,fc_436728,8,mutual
fc_680,fc_1136,8,mutual
fc_680,fc_270184,8,mutual
fc_680,fc_1059579,8,mutual
fc_680,fc_1097690,8,mutual
fc_680,fc_1135756,8,mutual
fc_706,fc_1706,8,mutual
fc_706,fc_2081,8,mutual
fc_706,fc_804161,8,mutual
fc_706,fc_1046533,8,mutual
fc_710,fc_191774,8,mutual
fc_723,fc_6162,8,mutual
fc_732,fc_189896,8,mutual
fc_732,fc_499783,8,mutual
fc_734,fc_827,8,mutual
fc_734,fc_4129,8,mutual
fc_734,fc_4523,8,mutual
fc_734,fc_8113,8,mutual
fc_734,fc_1108781,8,mutual
fc_742,fc_1020,8,mutual
fc_742,fc_3928,8,mutual
fc_742,fc_16405,8,mutual
fc_742,fc_1131252,8,mutual
fc_746,fc_953,8,mutual
fc_746,fc_8004,8,mutual
fc_746,fc_271878,8,mutual
fc_746,fc_386021,8,mutual
fc_746,fc_483713,8,mutual
fc_746,fc_791687,8,mutual
fc_746,fc_1365284,8,mutual
fc_754,fc_344019,8,mutual
fc_767,fc_1035587,8,mutual
fc_827,fc_2455,8,mutual
fc_833,fc_2099,8,mutual
fc_833,fc_5851,8,mutual
fc_833,fc_9423,8,mutual
fc_833,fc_11235,8,mutual
fc_833,fc_222896,8,mutual
fc_833,fc_337489,8,mutual
fc_834,fc_12152,8,mutual
fc_851,fc_1237,8,mutual
fc_851,fc_4077,8,mutual
fc_851,fc_5511,8,mutual
fc_851,fc_188665,8,mutual
fc_851,fc_316688,8,mutual
fc_851,fc_804161,8,mutual
fc_871,fc_7960,8,mutual
fc_871,fc_332225,8,mutual
fc_897,fc_1693,8,mutual
fc_897,fc_4051,8,mutual
fc_897,fc_5701,8,mutual
fc_897,fc_262222,8,mutual
fc_897,fc_316167,8,mutual
fc_897,fc_346063,8,mutual
fc_899,fc_1575,8,mutual
fc_899,fc_7811,8,mutual
fc_899,fc_7960,8,mutual
fc_899,fc_19777,8,mutual
fc_913,fc_216983,8,mutual
fc_953,fc_2341,8,mutual
fc_953,fc_4282,8,mutual
fc_953,fc_9417,8,mutual
fc_953,fc_9933,8,mutual
fc_953,fc_12778,8,mutual
fc_953,fc_243818,8,mutual
fc_953,fc_245124,8,mutual
fc_953,fc_286992,8,mutual
fc_953,fc_393392,8,mutual
fc_955,fc_2341,8,mutual
fc_955,fc_885436,8,mutual
fc_966,fc_1898,8,mutual
fc_966,fc_190000,8,mutual
fc_966,fc_191042,8,mutual
fc_966,fc_424372,8,mutual
fc_966,fc_479608,8,mutual
fc_966,fc_639226,8,mutual
fc_966,fc_1045847,8,mutual
fc_966,fc_1075360,8,mutual
fc_976,fc_2085,8,mutual
fc_976,fc_4375,8,mutual
fc_976,fc_190597,8,mutual
fc_976,fc_328041,8,mutual
fc_976,fc_535389,8,mutual
fc_976,fc_822494,8,mutual
fc_989,fc_20591,8,mutual
fc_1016,fc_1189,8,mutual
fc_1016,fc_1734,8,mutual
fc_1016,fc_3882,8,mutual
fc_1016,fc_10822,8,mutual
fc_1016,fc_12163,8,mutual
fc_1016,fc_18570,8,mutual
fc_1016,fc_18586,8,mutual
fc_1016,fc_457339,8,mutual
fc_1020,fc_2433,8,mutual
fc_1020,fc_6841,8,mutual
fc_1020,fc_12224,8,mutual
fc_1020,fc_238348,8,mutual
fc_1020,fc_1162357,8,mutual
fc_1043,fc_2802,8,mutual
fc_1043,fc_5774,8,mutual
fc_1043,fc_13837,8,mutual
fc_1043,fc_20005,8,mutual
fc_1043,fc_191042,8,mutual
fc_1043,fc_216983,8,mutual
fc_1043,fc_245124,8,mutual
fc_1043,fc_263333,8,mutual
fc_1043,fc_318447,8,mutual
fc_1043,fc_340986,8,mutual
fc_1043,fc_369360,8,mutual
fc_1043,fc_384969,8,mutual
fc_1043,fc_405690,8,mutual
fc_1043,fc_446697,8,mutual
fc_1043,fc_481970,8,mutual
fc_1043,fc_483713,8,mutual
fc_1043,fc_1075107,8,mutual
fc_1048,fc_1725,8,mutual
fc_1048,fc_6023,8,mutual
fc_1048,fc_190000,8,mutual
fc_1048,fc_229608,8,mutual
fc_1048,fc_989099,8,mutual
fc_1048,fc_1006350,8,mutual
fc_1048,fc_1106293,8,mutual
fc_1067,fc_1019601,8,mutual
fc_1068,fc_887004,8,mutual
fc_1097,fc_1766,8,mutual
fc_1097,fc_749097,8,mutual
fc_1115,fc_1734,8,mutual
fc_1115,fc_16148,8,mutual
fc_1134,fc_1287,8,mutual
fc_1134,fc_1422517,8,mutual
fc_1134,fc_1422526,8,mutual
fc_1134,fc_1422538,8,mutual
fc_1134,fc_1422546,8,mutual
fc_1136,fc_1062061,8,mutual
fc_1137,fc_719715,8,mutual
fc_1156,fc_5494,8,mutual
fc_1156,fc_6162,8,mutual
fc_1189,fc_16085,8,mutual
fc_1189,fc_344019,8,mutual
fc_1189,fc_791687,8,mutual
fc_1189,fc_795542,8,mutual
fc_1189,fc_1106293,8,mutual
fc_1194,fc_15226,8,mutual
fc_1194,fc_471228,8,mutual
fc_1220,fc_14009,8,mutual
fc_1230,fc_316387,8,mutual
fc_1236,fc_405112,8,mutual
fc_1240,fc_2134,8,mutual
fc_1240,fc_1101530,8,mutual
fc_1246,fc_2998,8,mutual
fc_1246,fc_3239,8,mutual
fc_1287,fc_883227,8,mutual
fc_1317,fc_7811,8,mutual
fc_1317,fc_1097636,8,mutual
fc_1317,fc_1105923,8,mutual
fc_1317,fc_1112413,8,mutual
fc_1317,fc_1140014,8,mutual
fc_1317,fc_1346181,8,mutual
fc_1321,fc_1472,8,mutual
fc_1321,fc_5034,8,mutual
fc_1321,fc_294493,8,mutual
fc_1321,fc_313009,8,mutual
fc_1321,fc_330642,8,mutual
fc_1325,fc_3253,8,mutual
fc_1325,fc_8106,8,mutual
fc_1325,fc_12778,8,mutual
fc_1325,fc_209951,8,mutual
fc_1325,fc_318447,8,mutual
fc_1325,fc_368013,8,mutual
fc_1325,fc_420493,8,mutual
fc_1325,fc_482953,8,mutual
fc_1325,fc_1007423,8,mutual
fc_1350,fc_3323,8,mutual
fc_1356,fc_2855,8,mutual
fc_1356,fc_1115399,8,mutual
fc_1380,fc_17275,8,mutual
fc_1401,fc_7143,8,mutual
fc_1407,fc_2998,8,mutual
fc_1407,fc_8684,8,mutual
fc_1407,fc_264258,8,mutual
fc_1407,fc_393392,8,mutual
fc_1407,fc_831549,8,mutual
fc_1407,fc_1093544,8,mutual
fc_1407,fc_1135756,8,mutual
fc_1407,fc_1443427,8,mutual
fc_1407,fc_1468203,8,mutual
fc_1407,fc_1479934,8,mutual
fc_1407,fc_1512161,8,mutual
fc_1407,fc_1521764,8,mutual
fc_1423,fc_862909,8,mutual
fc_1432,fc_197340,8,mutual
fc_1471,fc_3687,8,mutual
fc_1482,fc_9222,8,mutual
fc_1482,fc_11512,8,mutual
fc_1482,fc_194479,8,mutual
fc_1504,fc_14299,8,mutual
fc_1520,fc_212722,8,mutual
fc_1556,fc_1734,8,mutual
fc_1556,fc_2341,8,mutual
fc_1556,fc_17592,8,mutual
fc_1556,fc_272109,8,mutual
fc_1556,fc_2564631,8,mutual
fc_1556,fc_3314483,8,mutual
fc_1563,fc_20390,8,mutual
fc_1563,fc_286812,8,mutual
fc_1563,fc_372626,8,mutual
fc_1568,fc_4167,8,mutual
fc_1568,fc_4973,8,mutual
fc_1568,fc_8232,8,mutual
fc_1568,fc_10250,8,mutual
fc_1568,fc_279477,8,mutual
fc_1568,fc_296632,8,mutual
fc_1568,fc_366713,8,mutual
fc_1568,fc_864405,8,mutual
fc_1568,fc_1251272,8,mutual
fc_1574,fc_9749,8,mutual
fc_1574,fc_734607,8,mutual
fc_1575,fc_3253,8,mutual
fc_1575,fc_16303,8,mutual
fc_1575,fc_313461,8,mutual
fc_1575,fc_342680,8,mutual
fc_1575,fc_1201303,8,mutual
fc_1575,fc_1628268,8,mutual
fc_1606,fc_11344,8,mutual
fc_1606,fc_14467,8,mutual
fc_1606,fc_16340,8,mutual
fc_1606,fc_319431,8,mutual
fc_1606,fc_336103,8,mutual
fc_1606,fc_386390,8,mutual
fc_1606,fc_484396,8,mutual
fc_1606,fc_492767,8,mutual
fc_1606,fc_874152,8,mutual
fc_1606,fc_982794,8,mutual
fc_1606,fc_1060495,8,mutual
fc_1628,fc_3347,8,mutual
fc_1628,fc_11642,8,mutual
fc_1628,fc_240239,8,mutual
fc_1628,fc_1322716,8,mutual
fc_1628,fc_1346181,8,mutual
fc_1668,fc_262800,8,mutual
fc_1668,fc_1058691,8,mutual
fc_1668,fc_1115725,8,mutual
fc_1668,fc_1118370,8,mutual
fc_1680,fc_12370,8,mutual
fc_1680,fc_475330,8,mutual
fc_1689,fc_193423,8,mutual
fc_1689,fc_408988,8,mutual
fc_1689,fc_507436,8,mutual
fc_1689,fc_885436,8,mutual
fc_1693,fc_3544,8,mutual
fc_1693,fc_16085,8,mutual
fc_1693,fc_408855,8,mutual
fc_1693,fc_1113654,8,mutual
fc_1693,fc_1116946,8,mutual
fc_1699,fc_280506,8,mutual
fc_1706,fc_2508,8,mutual
fc_1706,fc_9198,8,mutual
fc_1706,fc_274364,8,mutual
fc_1725,fc_6048,8,mutual
fc_1725,fc_244440,8,mutual
fc_1725,fc_489795,8,mutual
fc_1725,fc_1024885,8,mutual
fc_1725,fc_1075107,8,mutual
fc_1725,fc_1919963,8,mutual
fc_1725,fc_2568067,8,mutual
fc_1733,fc_190000,8,mutual
fc_1733,fc_230941,8,mutual
fc_1733,fc_1016917,8,mutual
fc_1734,fc_342680,8,mutual
fc_1734,fc_1322716,8,mutual
fc_1735,fc_5952,8,mutual
fc_1735,fc_8685,8,mutual
fc_1735,fc_216451,8,mutual
fc_1744,fc_8173,8,mutual
fc_1766,fc_4036,8,mutual
fc_1766,fc_191475,8,mutual
fc_1766,fc_244917,8,mutual
fc_1786,fc_10765,8,mutual
fc_1795,fc_521248,8,mutual
fc_1795,fc_991976,8,mutual
fc_1797,fc_4077,8,mutual
fc_1797,fc_10822,8,mutual
fc_1797,fc_18989,8,mutual
fc_1841,fc_1108781,8,mutual
fc_1886,fc_4979,8,mutual
fc_1894,fc_230147,8,mutual
fc_1894,fc_1451009,8,mutual
fc_1894,fc_1536156,8,mutual
fc_1898,fc_1024885,8,mutual
fc_1911,fc_542753,8,mutual
fc_1911,fc_1060741,8,mutual
fc_1970,fc_3036,8,mutual
fc_1970,fc_10947,8,mutual
fc_1970,fc_268438,8,mutual
fc_1970,fc_321969,8,mutual
fc_1970,fc_410626,8,mutual
fc_1970,fc_1251272,8,mutual
fc_1992,fc_12580,8,mutual
fc_1992,fc_1346181,8,mutual
fc_1996,fc_14601,8,mutual
fc_1996,fc_196142,8,mutual
fc_1996,fc_269091,8,mutual
fc_1996,fc_380950,8,mutual
fc_1996,fc_417554,8,mutual
fc_1996,fc_491264,8,mutual
fc_1996,fc_494363,8,mutual
fc_1996,fc_1251685,8,mutual
fc_1996,fc_1421450,8,mutual
fc_1996,fc_1604047,8,mutual
fc_2001,fc_4979,8,mutual
fc_2001,fc_210628,8,mutual
fc_2001,fc_227623,8,mutual
fc_2001,fc_1082469,8,mutual
fc_2007,fc_254376,8,mutual
fc_2007,fc_309857,8,mutual
fc_2025,fc_9176,8,mutual
fc_2025,fc_757078,8,mutual
fc_2073,fc_4268,8,mutual
fc_2073,fc_6500,8,mutual
fc_2073,fc_374302,8,mutual
fc_2073,fc_417554,8,mutual
fc_2073,fc_445760,8,mutual
fc_2073,fc_507436,8,mutual
fc_2073,fc_903382,8,mutual
fc_2073,fc_1452070,8,mutual
fc_2074,fc_569057,8,mutual
fc_2099,fc_9749,8,mutual
fc_2099,fc_17295,8,mutual
fc_2100,fc_6394,8,mutual
fc_2100,fc_1082275,8,mutual
fc_2134,fc_191648,8,mutual
fc_2134,fc_482872,8,mutual
fc_2163,fc_265766,8,mutual
fc_2163,fc_376748,8,mutual
fc_2163,fc_415400,8,mutual
fc_2163,fc_1393422,8,mutual
fc_2172,fc_2911,8,mutual
fc_2172,fc_13837,8,mutual
fc_2172,fc_193423,8,mutual
fc_2172,fc_446697,8,mutual
fc_2185,fc_346063,8,mutual
fc_2185,fc_1113654,8,mutual
fc_2200,fc_3887,8,mutual
fc_2200,fc_212364,8,mutual
fc_2210,fc_248940,8,mutual
fc_2210,fc_403399,8,mutual
fc_2210,fc_442770,8,mutual
fc_2210,fc_747200,8,mutual
fc_2210,fc_1113654,8,mutual
fc_2210,fc_3199974,8,mutual
fc_2211,fc_9507,8,mutual
fc_2211,fc_14206,8,mutual
fc_2211,fc_248339,8,mutual
fc_2211,fc_479608,8,mutual
fc_2211,fc_481945,8,mutual
fc_2211,fc_969296,8,mutual
fc_2211,fc_1024885,8,mutual
fc_2215,fc_3727,8,mutual
fc_2217,fc_1351858,8,mutual
fc_2242,fc_17635,8,mutual
fc_2266,fc_14191,8,mutual
fc_2266,fc_230941,8,mutual
fc_2266,fc_231754,8,mutual
fc_2270,fc_249586,8,mutual
fc_2283,fc_9698,8,mutual
fc_2283,fc_13434,8,mutual
fc_2283,fc_20883,8,mutual
fc_2341,fc_5429,8,mutual
fc_2341,fc_14467,8,mutual
fc_2341,fc_19627,8,mutual
fc_2341,fc_20258,8,mutual
fc_2341,fc_193796,8,mutual
fc_2341,fc_446697,8,mutual
fc_2341,fc_569318,8,mutual
fc_2341,fc_876478,8,mutual
fc_2341,fc_899355,8,mutual
fc_2350,fc_265766,8,mutual
fc_2350,fc_283431,8,mutual
fc_2350,fc_415400,8,mutual
fc_2364,fc_20244,8,mutual
fc_2366,fc_3004,8,mutual
fc_2366,fc_7479,8,mutual
fc_2367,fc_7988,8,mutual
fc_2367,fc_852612,8,mutual
fc_2367,fc_1105143,8,mutual
fc_2420,fc_4447,8,mutual
fc_2420,fc_4473,8,mutual
fc_2420,fc_307654,8,mutual
fc_2420,fc_328626,8,mutual
fc_2420,fc_1393260,8,mutual
fc_2420,fc_1457917,8,mutual
fc_2433,fc_6131,8,mutual
fc_2441,fc_13577,8,mutual
fc_2441,fc_195117,8,mutual
fc_2441,fc_885436,8,mutual
fc_2441,fc_1077601,8,mutual
fc_2455,fc_423406,8,mutual
fc_2455,fc_509624,8,mutual
fc_2455,fc_1045847,8,mutual
fc_2458,fc_5429,8,mutual
fc_2458,fc_19832,8,mutual
fc_2458,fc_847239,8,mutual
fc_2480,fc_10810,8,mutual
fc_2480,fc_13713,8,mutual
fc_2480,fc_369904,8,mutual
fc_2480,fc_482872,8,mutual
