person_id,twitter,farcaster,linkedin,debank,twitter_likes,twitter_comments,twitter_reposts,farcaster_recasts,farcaster_replies,linkedin_recommendations,linkedin_endorsements,debank_transactions,twitter_followers,farcaster_followers,linkedin_connections,debank_followers,last_interaction,interaction_score
tw_10696062,@user_10696062,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_107145119,@user_107145119,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_10716292,@user_10716292,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_10718322,@user_10718322,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1072591,@user_1072591,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_107512718,@user_107512718,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_107608604,@user_107608604,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_107701687,@user_107701687,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_10781842,@user_10781842,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_107830991,@user_107830991,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_107845146,@user_107845146,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_107882881,@user_107882881,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_10792712,@user_10792712,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_10798802,@user_10798802,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1081,@user_1081,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_10810102,@user_10810102,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_108137800,@user_108137800,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_108205076,@user_108205076,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_10824382,@user_10824382,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_108298982,@user_108298982,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_108352527,@user_108352527,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_108390865,@user_108390865,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1084,@user_1084,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_108558650,@user_108558650,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_108621190,@user_108621190,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_108633391,@user_108633391,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_108719642,@user_108719642,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_108796416,@user_108796416,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_10880202,@user_10880202,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_108811740,@user_108811740,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_108928516,@user_108928516,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1090141,@user_1090141,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_10933662,@user_10933662,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_10935622,@user_10935622,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_109445327,@user_109445327,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_10956212,@user_10956212,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_109571377,@user_109571377,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_109635031,@user_109635031,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_109955544,@user_109955544,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_110000195,@user_110000195,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11000562,@user_11000562,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_110146442,@user_110146442,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_110146659,@user_110146659,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11018782,@user_11018782,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11019092,@user_11019092,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11027262,@user_11027262,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_110315478,@user_110315478,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_110445334,@user_110445334,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_110527005,@user_110527005,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_110541296,@user_110541296,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1106501,@user_1106501,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11072822,@user_11072822,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_110760237,@user_110760237,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_110826948,@user_110826948,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_110830315,@user_110830315,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_110880380,@user_110880380,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_110896395,@user_110896395,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_111047033,@user_111047033,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11106152,@user_11106152,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11107172,@user_11107172,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11113,@user_11113,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_111164068,@user_111164068,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_111172075,@user_111172075,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_111210694,@user_111210694,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_111330891,@user_111330891,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_111411572,@user_111411572,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_111492860,@user_111492860,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_111510305,@user_111510305,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11161852,@user_11161852,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_111635070,@user_111635070,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_111749042,@user_111749042,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11178672,@user_11178672,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11178902,@user_11178902,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11180212,@user_11180212,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11197712,@user_11197712,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11202942,@user_11202942,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11211372,@user_11211372,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_112115650,@user_112115650,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11211712,@user_11211712,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11222,@user_11222,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11223812,@user_11223812,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11250,@user_11250,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_112508240,@user_112508240,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_112557588,@user_112557588,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11272122,@user_11272122,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_112784664,@user_112784664,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_112915037,@user_112915037,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_112939321,@user_112939321,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_113058991,@user_113058991,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11336782,@user_11336782,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1133971,@user_1133971,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11340982,@user_11340982,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_113420831,@user_113420831,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_113463725,@user_113463725,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1134701,@user_1134701,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11348282,@user_11348282,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11348722,@user_11348722,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11361262,@user_11361262,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11364932,@user_11364932,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_113696592,@user_113696592,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_113714296,@user_113714296,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_113751683,@user_113751683,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_113763153,@user_113763153,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_113766686,@user_113766686,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11379362,@user_11379362,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_113859309,@user_113859309,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11388132,@user_11388132,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_113897988,@user_113897988,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11393832,@user_11393832,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_114083175,@user_114083175,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_114115460,@user_114115460,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1143031,@user_1143031,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11435642,@user_11435642,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11447852,@user_11447852,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_114589771,@user_114589771,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_114607562,@user_114607562,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11461102,@user_11461102,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11461532,@user_11461532,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_114636253,@user_114636253,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_114832528,@user_114832528,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_114873228,@user_114873228,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_114910205,@user_114910205,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_114946677,@user_114946677,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_115147722,@user_115147722,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_115216851,@user_115216851,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_115313263,@user_115313263,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_115363439,@user_115363439,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_115444551,@user_115444551,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_115708758,@user_115708758,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11587712,@user_11587712,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_115943336,@user_115943336,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_116036694,@user_116036694,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11628,@user_11628,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_116324294,@user_116324294,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_116362700,@user_116362700,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_116498875,@user_116498875,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_116503700,@user_116503700,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11661,@user_11661,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11666142,@user_11666142,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11666332,@user_11666332,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_116766267,@user_116766267,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_116807493,@user_116807493,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_116941776,@user_116941776,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_116952434,@user_116952434,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11696732,@user_11696732,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117078952,@user_117078952,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117145869,@user_117145869,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117177831,@user_117177831,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117187783,@user_117187783,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117243641,@user_117243641,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117246982,@user_117246982,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117306176,@user_117306176,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117349852,@user_117349852,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117366399,@user_117366399,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117388701,@user_117388701,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117394273,@user_117394273,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11740902,@user_11740902,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1175221,@user_1175221,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11752272,@user_11752272,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117535803,@user_117535803,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117541123,@user_117541123,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117620953,@user_117620953,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117652722,@user_117652722,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117674417,@user_117674417,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117846394,@user_117846394,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_117901353,@user_117901353,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_1183041,@user_1183041,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11845912,@user_11845912,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11864262,@user_11864262,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_118666416,@user_118666416,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_118756393,@user_118756393,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_118825977,@user_118825977,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11884732,@user_11884732,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_118871841,@user_118871841,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_118943387,@user_118943387,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11907412,@user_11907412,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_119121697,@user_119121697,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_119144784,@user_119144784,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_119171551,@user_119171551,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_119212062,@user_119212062,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11922692,@user_11922692,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_119228619,@user_119228619,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11924722,@user_11924722,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_119256748,@user_119256748,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11928542,@user_11928542,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_119405380,@user_119405380,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_119706155,@user_119706155,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_119770620,@user_119770620,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11977972,@user_11977972,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_119829799,@user_119829799,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_119843970,@user_119843970,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_119897041,@user_119897041,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_11997592,@user_11997592,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12,@user_12,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_120020655,@user_120020655,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_120080638,@user_120080638,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_120176950,@user_120176950,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_120178497,@user_120178497,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_120356530,@user_120356530,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_120409187,@user_120409187,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12044602,@user_12044602,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12053132,@user_12053132,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_120879699,@user_120879699,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_120892393,@user_120892393,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12101862,@user_12101862,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_121063287,@user_121063287,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12121162,@user_12121162,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_121226571,@user_121226571,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_121258930,@user_121258930,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12127832,@user_12127832,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_121281725,@user_121281725,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12131132,@user_12131132,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_121466759,@user_121466759,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_121533789,@user_121533789,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_121537720,@user_121537720,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_121570037,@user_121570037,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12158,@user_12158,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_121607917,@user_121607917,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_121825928,@user_121825928,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12193342,@user_12193342,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12199652,@user_12199652,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_121999927,@user_121999927,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_122155114,@user_122155114,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_122207745,@user_122207745,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12223,@user_12223,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_122381821,@user_122381821,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_122439303,@user_122439303,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12249,@user_12249,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_122557484,@user_122557484,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12273252,@user_12273252,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_122794139,@user_122794139,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12298182,@user_12298182,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_123004655,@user_123004655,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_123028422,@user_123028422,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_123121569,@user_123121569,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
tw_12319862,@user_12319862,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0
