from,to,strength,tier
tw_156136958,tw_210839744,8,mutual
tw_16954517,tw_19662630,8,mutual
tw_3062761,tw_8004732,8,mutual
tw_10671602,tw_15222083,8,mutual
tw_149308499,tw_32630330,8,mutual
tw_108811740,tw_92306628,8,mutual
tw_343051634,tw_379644023,8,mutual
tw_213761900,tw_260846408,8,mutual
tw_17346342,tw_254442689,8,mutual
tw_103946194,tw_138161425,8,mutual
tw_14180231,tw_8001572,8,mutual
tw_24129206,tw_92306628,8,mutual
tw_211982196,tw_78350804,8,mutual
tw_175431001,tw_204446054,8,mutual
tw_385587514,tw_88097807,8,mutual
tw_197881393,tw_430182387,8,mutual
tw_18713254,tw_23544596,8,mutual
tw_14600116,tw_749963,8,mutual
tw_214328887,tw_80130901,8,mutual
tw_223545537,tw_235686783,8,mutual
tw_126950931,tw_188614087,8,mutual
tw_14453798,tw_18716999,8,mutual
tw_150070308,tw_299279865,8,mutual
tw_11018782,tw_34350419,8,mutual
tw_351400157,tw_383797731,8,mutual
tw_188108667,tw_215785630,8,mutual
tw_100581193,tw_297801196,8,mutual
tw_18021714,tw_21195122,8,mutual
tw_43971053,tw_62726872,8,mutual
tw_20834745,tw_25333193,8,mutual
tw_18709570,tw_22981846,8,mutual
tw_17864230,tw_7064802,8,mutual
tw_1081,tw_858051,8,mutual
tw_85215038,tw_89483328,8,mutual
tw_221582075,tw_238201669,8,mutual
tw_7745472,tw_816214,8,mutual
tw_21283402,tw_23059007,8,mutual
tw_16929216,tw_16929520,8,mutual
tw_14229141,tw_147646942,8,mutual
tw_15657647,tw_15813531,8,mutual
tw_297291313,tw_298376225,8,mutual
tw_2779821,tw_5691392,8,mutual
tw_1247691,tw_3253671,8,mutual
tw_293802222,tw_349883172,8,mutual
tw_108137800,tw_26250517,8,mutual
tw_100614511,tw_23917224,8,mutual
tw_18628082,tw_43076364,8,mutual
tw_633483,tw_8464692,8,mutual
tw_146967448,tw_208549187,8,mutual
tw_1317671,tw_20273398,8,mutual
tw_345543734,tw_39509025,8,mutual
tw_149027072,tw_56493501,8,mutual
tw_117846394,tw_25249814,8,mutual
tw_23457239,tw_59804598,8,mutual
tw_127249741,tw_221731648,8,mutual
tw_16234543,tw_18234247,8,mutual
tw_455186682,tw_46209291,8,mutual
tw_18776017,tw_88807478,8,mutual
tw_124444856,tw_93944893,8,mutual
tw_300007014,tw_314912550,8,mutual
tw_129676826,tw_19087813,8,mutual
tw_104352067,tw_25339125,8,mutual
tw_104209445,tw_104352067,8,mutual
tw_16458937,tw_20747847,8,mutual
tw_11364932,tw_19370213,8,mutual
tw_258140947,tw_439788025,8,mutual
tw_47703226,tw_48939443,8,mutual
tw_240897073,tw_315865471,8,mutual
tw_208549187,tw_245993716,8,mutual
tw_47703226,tw_80449601,8,mutual
tw_20630542,tw_66056460,8,mutual
tw_190572817,tw_463952369,8,mutual
tw_202195505,tw_225784456,8,mutual
tw_285287229,tw_302282272,8,mutual
tw_301726492,tw_395873820,8,mutual
tw_21697900,tw_24713557,8,mutual
tw_10350,tw_779715,8,mutual
tw_203338499,tw_225784456,8,mutual
tw_18023140,tw_19780355,8,mutual
tw_214968599,tw_431863591,8,mutual
tw_155969606,tw_79839110,8,mutual
tw_188186842,tw_386204281,8,mutual
tw_2735591,tw_767396,8,mutual
tw_151924135,tw_197504076,8,mutual
tw_20734751,tw_28735548,8,mutual
tw_188186842,tw_261047860,8,mutual
tw_296171243,tw_50570449,8,mutual
tw_61592079,tw_6351572,8,mutual
tw_15666380,tw_52613032,8,mutual
tw_118871841,tw_259476534,8,mutual
tw_322822476,tw_47703226,8,mutual
tw_25565646,tw_52758395,8,mutual
tw_190833564,tw_88323281,8,mutual
tw_16409683,tw_35787166,8,mutual
tw_11922692,tw_20458823,8,mutual
tw_14208611,tw_25953115,8,mutual
tw_15846407,tw_32774989,8,mutual
tw_63617454,tw_91637390,8,mutual
tw_18131961,tw_21035409,8,mutual
tw_14180231,tw_211614808,8,mutual
tw_14180231,tw_14983833,8,mutual
tw_18848018,tw_325116715,8,mutual
tw_384347036,tw_50570449,8,mutual
tw_13691782,tw_34743251,8,mutual
tw_8541492,tw_9835242,8,mutual
tw_45416789,tw_7860742,8,mutual
tw_16157855,tw_17677636,8,mutual
tw_64838619,tw_93006320,8,mutual
tw_14200408,tw_156686588,8,mutual
tw_153449917,tw_22602849,8,mutual
tw_121281725,tw_17526132,8,mutual
tw_197881393,tw_280935165,8,mutual
tw_221123246,tw_227454804,8,mutual
tw_18581803,tw_19300461,8,mutual
tw_181701688,tw_348022863,8,mutual
tw_1045521,tw_15520280,8,mutual
tw_15342811,tw_66499322,8,mutual
tw_141861462,tw_175479505,8,mutual
tw_19565333,tw_91637390,8,mutual
tw_158419434,tw_85716069,8,mutual
tw_144040563,tw_18445879,8,mutual
tw_294361452,tw_319625617,8,mutual
tw_360245938,tw_85716069,8,mutual
tw_14269093,tw_17547979,8,mutual
tw_272546125,tw_69085691,8,mutual
tw_14498387,tw_16079941,8,mutual
tw_116952434,tw_14654965,8,mutual
tw_302374422,tw_343051634,8,mutual
tw_16577804,tw_36198161,8,mutual
tw_13317162,tw_147558951,8,mutual
tw_164686885,tw_20274104,8,mutual
tw_235092080,tw_7377812,8,mutual
tw_121570037,tw_139872488,8,mutual
tw_14080429,tw_481453,8,mutual
tw_138161425,tw_19242665,8,mutual
tw_135704870,tw_36224771,8,mutual
tw_108205076,tw_64455099,8,mutual
tw_108205076,tw_27641634,8,mutual
tw_15111389,tw_16894839,8,mutual
tw_18556103,tw_72482827,8,mutual
tw_18666844,tw_5442012,8,mutual
tw_121570037,tw_158804228,8,mutual
tw_1879831,tw_28631509,8,mutual
tw_101567635,tw_17280792,8,mutual
tw_17001435,tw_69091913,8,mutual
tw_240261242,tw_51828900,8,mutual
tw_110315478,tw_76587180,8,mutual
tw_15178133,tw_15831762,8,mutual
tw_170181894,tw_294829774,8,mutual
tw_125502743,tw_57069512,8,mutual
tw_38108292,tw_8634422,8,mutual
tw_286012612,tw_30456447,8,mutual
tw_78453,tw_849101,8,mutual
tw_14709855,tw_3253671,8,mutual
tw_7860742,tw_7861622,8,mutual
tw_119121697,tw_76587180,8,mutual
tw_20,tw_9395832,8,mutual
tw_21066199,tw_233687955,8,mutual
tw_144631425,tw_157829215,8,mutual
tw_251757878,tw_347509724,8,mutual
tw_19331456,tw_61475880,8,mutual
tw_347509724,tw_496438192,8,mutual
tw_18927441,tw_45862504,8,mutual
tw_276706356,tw_336141383,8,mutual
tw_4641021,tw_6017542,8,mutual
tw_141021153,tw_189178986,8,mutual
tw_14990751,tw_26871300,8,mutual
tw_188108667,tw_223990701,8,mutual
tw_14180231,tw_19479431,8,mutual
tw_234082615,tw_265498278,8,mutual
tw_294290268,tw_379644023,8,mutual
tw_297229855,tw_299105597,8,mutual
tw_20488611,tw_278777228,8,mutual
tw_239999923,tw_312303281,8,mutual
tw_15712979,tw_21554226,8,mutual
tw_258203336,tw_87044829,8,mutual
tw_276706356,tw_523885474,8,mutual
tw_14249767,tw_2609891,8,mutual
tw_1317671,tw_41172837,8,mutual
tw_28345417,tw_28609947,8,mutual
tw_227064424,tw_9117202,8,mutual
tw_66699013,tw_69981632,8,mutual
tw_25448800,tw_45483889,8,mutual
tw_15757080,tw_19040580,8,mutual
tw_172887151,tw_44527648,8,mutual
tw_15874998,tw_27167977,8,mutual
tw_14229141,tw_18753000,8,mutual
tw_152714766,tw_64838619,8,mutual
tw_15440806,tw_28161405,8,mutual
tw_119405380,tw_213670984,8,mutual
tw_254118225,tw_260846408,8,mutual
tw_136450598,tw_15332302,8,mutual
tw_16226181,tw_257795306,8,mutual
tw_1072591,tw_28933226,8,mutual
tw_28490110,tw_34563933,8,mutual
tw_111210694,tw_27512679,8,mutual
tw_18666844,tw_19519349,8,mutual
tw_300007014,tw_301726492,8,mutual
tw_18776017,tw_36198161,8,mutual
tw_15780750,tw_69091913,8,mutual
tw_20880546,tw_45593345,8,mutual
tw_148112305,tw_42047882,8,mutual
tw_114607562,tw_202018174,8,mutual
tw_57490887,tw_60869127,8,mutual
tw_24008967,tw_44039298,8,mutual
tw_35166642,tw_47703226,8,mutual
tw_14747507,tw_27167977,8,mutual
tw_17092592,tw_90964854,8,mutual
tw_24511456,tw_96354656,8,mutual
tw_276575319,tw_299442187,8,mutual
tw_15533823,tw_15937155,8,mutual
tw_298376225,tw_300385517,8,mutual
tw_19732725,tw_22900797,8,mutual
tw_15587500,tw_21783950,8,mutual
tw_181162395,tw_356614726,8,mutual
tw_151924135,tw_167112946,8,mutual
tw_14971414,tw_15727419,8,mutual
tw_11250,tw_12158,8,mutual
tw_349932090,tw_397067160,8,mutual
tw_24129206,tw_82853372,8,mutual
tw_17008726,tw_221185711,8,mutual
tw_129005870,tw_188614087,8,mutual
tw_15962096,tw_19637934,8,mutual
tw_121825928,tw_48118853,8,mutual
tw_153087224,tw_98535426,8,mutual
tw_16097743,tw_188499505,8,mutual
tw_152137231,tw_188046098,8,mutual
tw_111210694,tw_293353298,8,mutual
tw_212340401,tw_307458983,8,mutual
tw_262182509,tw_399769234,8,mutual
tw_175633082,tw_22705686,8,mutual
tw_17886882,tw_33970665,8,mutual
tw_134246842,tw_43775164,8,mutual
tw_15862891,tw_39234189,8,mutual
tw_12534,tw_14477161,8,mutual
tw_145306362,tw_301297627,8,mutual
tw_15745434,tw_19104727,8,mutual
tw_105035129,tw_117177831,8,mutual
tw_2367911,tw_380580781,8,mutual
tw_292608038,tw_397067160,8,mutual
tw_22784458,tw_364598207,8,mutual
tw_16674726,tw_45416789,8,mutual
tw_387695947,tw_394508134,8,mutual
tw_204054541,tw_242692217,8,mutual
tw_17675120,tw_208549187,8,mutual
tw_120080638,tw_138161425,8,mutual
tw_190572817,tw_479854996,8,mutual
tw_198327282,tw_317403874,8,mutual
tw_24081780,tw_61475880,8,mutual
tw_23996836,tw_7801032,8,mutual
tw_219848874,tw_25952851,8,mutual
tw_171649753,tw_254088583,8,mutual
tw_16028241,tw_9624742,8,mutual
tw_5736632,tw_71256932,8,mutual
tw_20935355,tw_21195122,8,mutual
tw_122439303,tw_21158690,8,mutual
tw_11018782,tw_1294231,8,mutual
tw_30007505,tw_33080180,8,mutual
tw_14876672,tw_23152989,8,mutual
tw_108811740,tw_14208982,8,mutual
tw_104209445,tw_8470732,8,mutual
tw_292030309,tw_303643912,8,mutual
tw_144092526,tw_315868674,8,mutual
tw_214328887,tw_277649366,8,mutual
tw_18123064,tw_1930311,8,mutual
tw_191548936,tw_19479431,8,mutual
tw_15461733,tw_18194898,8,mutual
tw_22080450,tw_8079892,8,mutual
tw_196710000,tw_30680870,8,mutual
tw_197881393,tw_287941702,8,mutual
tw_14416334,tw_22997147,8,mutual
tw_226629405,tw_394263193,8,mutual
tw_15485441,tw_246481013,8,mutual
tw_14246001,tw_32423136,8,mutual
tw_15582769,tw_18715225,8,mutual
tw_5548212,tw_8596922,8,mutual
tw_22745706,tw_96848570,8,mutual
tw_286481552,tw_304411861,8,mutual
tw_14443028,tw_17587331,8,mutual
tw_14990062,tw_70985602,8,mutual
tw_126247401,tw_64356419,8,mutual
tw_14722311,tw_16243471,8,mutual
tw_217796457,tw_446010132,8,mutual
tw_21681252,tw_8004732,8,mutual
tw_148745060,tw_463952369,8,mutual
tw_121825928,tw_170113817,8,mutual
tw_17092862,tw_98496975,8,mutual
tw_304411861,tw_395026311,8,mutual
tw_196429355,tw_96446770,8,mutual
tw_165130852,tw_76027335,8,mutual
tw_119121697,tw_16048740,8,mutual
tw_14162415,tw_2779821,8,mutual
tw_11027262,tw_19728957,8,mutual
tw_13212522,tw_68003,8,mutual
tw_134627129,tw_224160357,8,mutual
tw_16102671,tw_20530770,8,mutual
tw_295355360,tw_312217057,8,mutual
tw_367310802,tw_398120967,8,mutual
tw_131047389,tw_78350804,8,mutual
tw_134548250,tw_148745060,8,mutual
tw_13820672,tw_30364057,8,mutual
tw_208132323,tw_221752062,8,mutual
tw_20152005,tw_6086752,8,mutual
tw_45416789,tw_5650332,8,mutual
tw_139990251,tw_37610460,8,mutual
tw_18581803,tw_27641634,8,mutual
tw_18767699,tw_41662642,8,mutual
tw_200559228,tw_26929220,8,mutual
tw_145845459,tw_304462046,8,mutual
tw_126444583,tw_14145493,8,mutual
tw_119121697,tw_82030021,8,mutual
tw_301529877,tw_349932090,8,mutual
tw_37532342,tw_79119341,8,mutual
tw_20458823,tw_45561740,8,mutual
tw_187371384,tw_90779436,8,mutual
tw_216001584,tw_234082615,8,mutual
tw_12415722,tw_17366486,8,mutual
tw_26250530,tw_48964542,8,mutual
tw_18776017,tw_85215038,8,mutual
tw_10454572,tw_15174477,8,mutual
tw_18581803,tw_21195122,8,mutual
tw_197504076,tw_231600824,8,mutual
tw_177564924,tw_20273398,8,mutual
tw_17595439,tw_972651,8,mutual
tw_174904516,tw_83665015,8,mutual
tw_119405380,tw_20052728,8,mutual
tw_16184358,tw_68801460,8,mutual
tw_14458660,tw_17941825,8,mutual
tw_18875718,tw_41172837,8,mutual
tw_24585498,tw_248044499,8,mutual
tw_1937751,tw_3550301,8,mutual
tw_17568500,tw_7718462,8,mutual
tw_24752484,tw_30313925,8,mutual
